index,Average Score
Anger,2.4749414519906323
Joy,2.4327868852459016
Fear,2.1882903981264636
Disgust,1.9255269320843091
Grief,1.6014051522248243
Annoyance,1.2126463700234191
Nervousness,0.951288056206089
Excitement,0.6510538641686182
Jealousy,0.4646370023419204
Anxiety,0.32786885245901637
Guilt,0.19859484777517564
Embarrassment,0.14894613583138172
